strike_expiry,strike_30,strike_60,atr_expiry,atr_30,atr_60,ret_expiry,ret_30,ret_60,mfe_expiry,mae_expiry,ticker,timestamp,confidence
False,False,False,False,False,False,[-28.25],[-28.25],[-28.25],2.17999267578125,-47.92230224609375,AMD,2025-11-13 14:30:00+00:00,2.4
False,False,False,False,False,False,[-28.16000366],[-28.16000366],[-28.16000366],2.269989013671875,-47.832305908203125,AMD,2025-11-13 18:30:00+00:00,2.41
False,False,False,False,False,False,[-30.42999268],[-30.42999268],[-30.42999268],-3.5,-50.102294921875,AMD,2025-11-14 14:30:00+00:00,3.42
False,False,False,False,False,False,[-26.92999268],[-26.92999268],[-26.92999268],-4.6899871826171875,-46.602294921875,AMD,2025-11-14 18:30:00+00:00,2.36
False,False,False,False,False,False,[-22.24000549],[-22.24000549],[-22.24000549],-1.4950103759765625,-41.91230773925781,AMD,2025-11-17 14:30:00+00:00,0.72
False,False,False,False,False,False,[-20.74499512],[-20.74499512],[-20.74499512],-7.160003662109375,-40.41729736328125,AMD,2025-11-17 18:30:00+00:00,0.72
False,False,False,False,False,False,[-13.58499146],[-13.58499146],[-13.58499146],-3.18499755859375,-33.257293701171875,AMD,2025-11-18 14:30:00+00:00,0.72
False,False,False,False,False,False,[-10.3999939],[-10.3999939],[-10.3999939],-6.69000244140625,-30.072296142578125,AMD,2025-11-18 18:30:00+00:00,0.72
False,False,False,False,False,False,[-1.02999878],[-1.02999878],[-1.02999878],2.67999267578125,-20.702301025390625,AMD,2025-11-19 14:30:00+00:00,0.72
False,False,False,False,False,False,[-3.70999146],[-3.70999146],[-3.70999146],-3.709991455078125,-23.382293701171875,AMD,2025-11-19 18:30:00+00:00,0.72
False,False,False,False,False,False,[6.80999756],[6.80999756],[6.80999756],6.80999755859375,-12.8623046875,AMD,2025-11-20 14:30:00+00:00,0.72
False,False,False,False,False,False,[13.77999878],[13.77999878],[13.77999878],13.779998779296875,-5.892303466796875,AMD,2025-11-20 18:30:00+00:00,0.36
False,False,False,False,False,False,[18.30819702],[18.30819702],[18.30819702],18.308197021484375,-1.364105224609375,AMD,2025-11-21 14:30:00+00:00,0.36
False,False,False,False,False,False,[16.08000183],[16.08000183],[16.08000183],16.080001831054688,-3.5923004150390625,AMD,2025-11-21 18:30:00+00:00,0.36
False,False,False,False,False,False,[4.69500732],[4.69500732],[4.69500732],4.69500732421875,-14.977294921875,AMD,2025-11-24 14:30:00+00:00,0.36
False,False,False,False,False,False,[4.875],[4.875],[4.875],4.875,-14.79730224609375,AMD,2025-11-24 18:30:00+00:00,0.72
False,False,False,False,False,False,[19.67230225],[19.67230225],[19.67230225],19.67230224609375,5.9822998046875,AMD,2025-11-25 14:30:00+00:00,0.36
False,False,False,False,False,False,[13.69000244],[13.69000244],[13.69000244],13.69000244140625,7.2700042724609375,AMD,2025-11-25 18:30:00+00:00,0.36
False,False,False,False,False,False,[6.41999817],[6.41999817],[6.41999817],6.4199981689453125,0.6999969482421875,AMD,2025-11-26 14:30:00+00:00,0.36
False,False,False,False,False,False,[5.72000122],[5.72000122],[5.72000122],5.720001220703125,2.6555023193359375,AMD,2025-11-26 18:30:00+00:00,0.36
False,False,False,False,False,False,[3.0644989],[3.0644989],[3.0644989],3.0644989013671875,2.80450439453125,AMD,2025-11-28 14:30:00+00:00,6.05
False,False,False,False,False,False,[0.25999451],[0.25999451],[0.25999451],0.2599945068359375,0.2599945068359375,AMD,2025-12-01 14:30:00+00:00,7.2
False,False,False,True,True,True,[6.76260376],[15.73269653],[-14.55728149],44.8927001953125,-32.3372802734375,TSLA,2025-09-19 13:30:00+00:00,7.2
False,False,False,True,True,True,[4.42990112],[13.3999939],[-21.76638794],42.55999755859375,-34.66998291015625,TSLA,2025-09-19 17:30:00+00:00,7.2
False,False,False,True,True,True,[-2.73010254],[-0.10501099],[-37.95999146],35.399993896484375,-41.829986572265625,TSLA,2025-09-22 13:30:00+00:00,14.4
False,False,False,True,True,True,[-3.70010376],[4.83999634],[-39.35998535],34.42999267578125,-42.79998779296875,TSLA,2025-09-22 17:30:00+00:00,14.4
False,False,False,True,False,True,[-3.3651123],[12.4850769],[-42.46499634],34.764984130859375,-42.464996337890625,TSLA,2025-09-23 13:30:00+00:00,7.2
False,False,False,True,False,True,[4.46990967],[23.16500854],[-34.62997437],42.600006103515625,-34.629974365234375,TSLA,2025-09-23 17:30:00+00:00,2.21
False,False,False,True,False,True,[-9.20700073],[-4.33328247],[-48.30688477],28.923095703125,-48.306884765625,TSLA,2025-09-24 13:30:00+00:00,2.52
False,False,False,True,False,True,[-12.47009277],[-9.17999268],[-51.56997681],25.660003662109375,-51.569976806640625,TSLA,2025-09-24 17:30:00+00:00,5.88
False,False,False,True,False,True,[3.36279297],[6.65289307],[-35.73709106],41.492889404296875,-35.737091064453125,TSLA,2025-09-25 13:30:00+00:00,0.72
False,False,False,True,False,True,[7.06988525],[10.35998535],[-4.63000488],45.199981689453125,-32.029998779296875,TSLA,2025-09-25 17:30:00+00:00,0.72
False,False,False,True,False,True,[-2.7901001],[0.5],[-15.5],35.339996337890625,-41.889984130859375,TSLA,2025-09-26 13:30:00+00:00,0.72
False,False,False,True,False,True,[-10.11999512],[-6.82989502],[-21.79989624],28.010101318359375,-49.219879150390625,TSLA,2025-09-26 17:30:00+00:00,0.72
False,False,False,True,True,True,[-11.46011353],[17.23999023],[-15.28500366],26.66998291015625,-50.55999755859375,TSLA,2025-09-29 13:30:00+00:00,1.44
False,False,False,True,True,True,[-12.91009521],[18.26000977],[-13.49008179],25.220001220703125,-52.009979248046875,TSLA,2025-09-29 17:30:00+00:00,1.44
False,False,False,False,False,False,[-7.16009521],[8.41992188],[-7.74008179],30.970001220703125,-46.259979248046875,TSLA,2025-09-30 13:30:00+00:00,0.72
False,False,False,False,False,False,[-14.2401123],[-4.47000122],[-14.82009888],23.889984130859375,-53.339996337890625,TSLA,2025-09-30 17:30:00+00:00,0.72
False,False,False,False,False,False,[-28.17010498],[-13.69049072],[-28.75009155],9.959991455078125,-67.26998901367188,TSLA,2025-10-01 13:30:00+00:00,1.44
False,False,False,True,True,True,[-29.17010498],[-2.95001221],[-29.75009155],8.959991455078125,-68.26998901367188,TSLA,2025-10-01 17:30:00+00:00,3.67
False,False,False,False,False,False,[-15.59011841],[10.62997437],[-16.17010498],22.53997802734375,-54.69000244140625,TSLA,2025-10-02 13:30:00+00:00,2.88
False,False,False,False,False,False,[-5.67010498],[20.54998779],[-6.69000244],32.459991455078125,-44.769989013671875,TSLA,2025-10-02 17:30:00+00:00,0.72
False,False,False,False,False,False,[9.36489868],[35.58499146],[9.36489868],47.4949951171875,-29.7349853515625,TSLA,2025-10-03 13:30:00+00:00,1.44
False,False,False,False,False,False,[0.4598999],[26.67999268],[0.4598999],38.589996337890625,-38.639984130859375,TSLA,2025-10-03 17:30:00+00:00,0.72
False,False,False,False,False,False,[-18.50961304],[-4.57949829],[-18.50961304],19.6204833984375,-57.6094970703125,TSLA,2025-10-06 13:30:00+00:00,0.72
False,False,False,False,False,False,[-23.06008911],[4.59762573],[-23.06008911],15.07000732421875,-62.15997314453125,TSLA,2025-10-06 17:30:00+00:00,1.44
False,False,False,False,False,False,[-18.35009766],[13.6000061],[-18.35009766],19.779998779296875,-57.449981689453125,TSLA,2025-10-07 13:30:00+00:00,1.44
False,False,False,False,False,False,[-2.57009888],[13.95999146],[-2.57009888],35.55999755859375,-41.66998291015625,TSLA,2025-10-07 17:30:00+00:00,0.72
False,False,False,False,False,False,[-5.40261841],[10.4074707],[-5.40261841],32.72747802734375,-44.50250244140625,TSLA,2025-10-08 13:30:00+00:00,0.72
False,False,False,False,False,False,[-8.30010986],[-8.79241943],[-8.30010986],29.829986572265625,-47.399993896484375,TSLA,2025-10-08 17:30:00+00:00,0.72
False,False,False,False,False,False,[0.48989868],[-0.42999268],[0.48989868],38.6199951171875,-38.6099853515625,TSLA,2025-10-09 13:30:00+00:00,0.72
False,False,False,False,False,False,[-5.23010254],[-6.1499939],[-5.23010254],32.899993896484375,-44.329986572265625,TSLA,2025-10-09 17:30:00+00:00,0.72
False,False,False,False,False,False,[10.73989868],[9.82000732],[10.73989868],48.8699951171875,-28.3599853515625,TSLA,2025-10-10 13:30:00+00:00,1.44
False,False,False,False,False,False,[16.99990845],[16.08001709],[16.99990845],55.1300048828125,-22.0999755859375,TSLA,2025-10-10 17:30:00+00:00,0.72
False,False,False,False,False,False,[1.29150391],[10.39160156],[1.29150391],39.421600341796875,-37.808380126953125,TSLA,2025-10-13 13:30:00+00:00,0.72
False,False,False,False,False,False,[-5.60009766],[-4.47070312],[-5.60009766],32.529998779296875,-44.699981689453125,TSLA,2025-10-13 17:30:00+00:00,0.72
False,False,False,True,True,True,[-1.93930054],[-1.61920166],[-1.93930054],36.1907958984375,-41.0391845703125,TSLA,2025-10-14 13:30:00+00:00,0.72
False,False,False,True,True,True,[1.06988525],[-30.87002563],[1.06988525],39.199981689453125,-38.029998779296875,TSLA,2025-10-14 17:30:00+00:00,0.72
False,False,False,True,True,True,[1.61489868],[-26.78399658],[1.61489868],39.7449951171875,-37.4849853515625,TSLA,2025-10-15 13:30:00+00:00,1.44
False,False,False,True,True,True,[-4.8901062],[-29.26000977],[-4.8901062],33.239990234375,-43.989990234375,TSLA,2025-10-15 17:30:00+00:00,0.72
False,False,False,True,True,True,[-0.75009155],[-26.72000122],[-0.75009155],37.3800048828125,-39.8499755859375,TSLA,2025-10-16 13:30:00+00:00,0.72
False,False,False,True,True,True,[1.71490479],[-24.25500488],[1.71490479],39.845001220703125,-37.384979248046875,TSLA,2025-10-16 17:30:00+00:00,0.72
False,False,False,True,True,True,[-6.26010132],[-32.23001099],[-6.26010132],31.8699951171875,-45.3599853515625,TSLA,2025-10-17 13:30:00+00:00,0.72
False,False,False,True,True,True,[-8.97009277],[-34.94000244],[-8.97009277],29.160003662109375,-48.069976806640625,TSLA,2025-10-17 17:30:00+00:00,6.37
False,False,False,True,True,True,[-12.95141602],[-41.99130249],[-12.95141602],25.178680419921875,-52.051300048828125,TSLA,2025-10-20 13:30:00+00:00,14.4
False,False,False,True,True,True,[-17.05010986],[-47.11489868],[-17.05010986],21.079986572265625,-56.149993896484375,TSLA,2025-10-20 17:30:00+00:00,14.4
False,False,False,False,False,False,[-15.39810181],[-41.62799072],[-15.39810181],22.73199462890625,-54.49798583984375,TSLA,2025-10-21 13:30:00+00:00,7.2
False,False,False,True,True,True,[-12.21011353],[-37.30999756],[-12.21011353],25.91998291015625,-51.30999755859375,TSLA,2025-10-21 17:30:00+00:00,7.2
False,False,False,False,False,False,[-2.62509155],[-37.85498047],[-2.62509155],35.5050048828125,-41.7249755859375,TSLA,2025-10-22 13:30:00+00:00,6.0
False,False,False,True,True,True,[-8.5401001],[-44.19998169],[-8.5401001],29.589996337890625,-47.639984130859375,TSLA,2025-10-22 17:30:00+00:00,4.83
False,False,False,False,False,False,[-15.85018921],[-54.95007324],[-15.85018921],22.2799072265625,-54.9500732421875,TSLA,2025-10-23 13:30:00+00:00,14.4
False,False,False,True,True,True,[-18.69509888],[-57.79498291],[-18.69509888],19.43499755859375,-57.79498291015625,TSLA,2025-10-23 17:30:00+00:00,14.4
False,False,False,False,False,False,[-4.87371826],[-43.97360229],[-4.87371826],33.256378173828125,-43.973602294921875,TSLA,2025-10-24 13:30:00+00:00,8.74
False,False,False,False,False,False,[-3.2901001],[-42.38998413],[-3.2901001],34.839996337890625,-42.389984130859375,TSLA,2025-10-24 17:30:00+00:00,0.72
False,False,False,False,False,False,[-27.70010376],[-38.69000244],[-27.70010376],10.42999267578125,-66.79998779296875,TSLA,2025-10-27 13:30:00+00:00,14.4
False,False,False,False,False,False,[-22.05010986],[-28.82000732],[-22.05010986],16.079986572265625,-61.149993896484375,TSLA,2025-10-27 17:30:00+00:00,14.4
False,False,False,False,False,False,[-33.91009521],[-37.73498535],[-33.91009521],4.220001220703125,-73.00997924804688,TSLA,2025-10-28 13:30:00+00:00,14.4
False,False,False,False,False,False,[-30.2401123],[-34.06500244],[-30.2401123],7.889984130859375,-69.33999633789062,TSLA,2025-10-28 17:30:00+00:00,14.4
False,False,False,False,False,False,[-28.70010376],[-32.5249939],[-28.70010376],9.42999267578125,-67.79998779296875,TSLA,2025-10-29 13:30:00+00:00,7.2
False,False,False,False,False,False,[-31.17010498],[-31.75009155],[-31.17010498],6.959991455078125,-70.26998901367188,TSLA,2025-10-29 17:30:00+00:00,7.2
False,False,False,False,False,False,[-15.58001709],[-16.16000366],[-15.58001709],22.550079345703125,-54.679901123046875,TSLA,2025-10-30 13:30:00+00:00,7.2
False,False,False,False,False,False,[-9.77011108],[-10.35009766],[-9.77011108],28.3599853515625,-48.8699951171875,TSLA,2025-10-30 17:30:00+00:00,0.72
False,False,False,False,False,False,[-14.47961426],[-15.05960083],[-14.47961426],23.650482177734375,-53.579498291015625,TSLA,2025-10-31 13:30:00+00:00,0.72
False,False,False,False,False,False,[-26.22009277],[-26.80007935],[-26.22009277],11.910003662109375,-65.31997680664062,TSLA,2025-10-31 17:30:00+00:00,0.72
False,False,False,False,False,False,[-38.00650024],[-38.00650024],[-38.00650024],0.12359619140625,-77.10638427734375,TSLA,2025-11-03 14:30:00+00:00,14.4
False,False,False,False,False,False,[-38.13009644],[-38.13009644],[-38.13009644],-6.17999267578125,-77.22998046875,TSLA,2025-11-03 18:30:00+00:00,14.4
False,False,False,False,False,False,[-17.30010986],[-17.30010986],[-17.30010986],14.649993896484375,-56.399993896484375,TSLA,2025-11-04 14:30:00+00:00,3.8
False,False,False,False,False,False,[-13.93011475],[-13.93011475],[-13.93011475],18.019989013671875,-53.029998779296875,TSLA,2025-11-04 18:30:00+00:00,0.72
False,False,False,False,False,False,[-27.65771484],[-27.65771484],[-27.65771484],4.292388916015625,-66.75759887695312,TSLA,2025-11-05 14:30:00+00:00,0.72
False,False,False,False,False,False,[-31.95010376],[-31.95010376],[-31.95010376],-15.420013427734375,-71.04998779296875,TSLA,2025-11-05 18:30:00+00:00,2.39
False,False,False,False,False,False,[-16.53009033],[-16.53009033],[-16.53009033],-0.720001220703125,-55.629974365234375,TSLA,2025-11-06 14:30:00+00:00,0.72
False,False,False,False,False,False,[-15.81008911],[-15.81008911],[-15.81008911],-0.8499755859375,-54.90997314453125,TSLA,2025-11-06 18:30:00+00:00,0.72
False,False,False,False,False,False,[0.49230957],[0.49230957],[0.49230957],15.452423095703125,-38.607574462890625,TSLA,2025-11-07 14:30:00+00:00,0.72
False,False,False,False,False,False,[0.91989136],[0.91989136],[0.91989136],15.8800048828125,-38.17999267578125,TSLA,2025-11-07 18:30:00+00:00,0.72
False,False,False,False,False,False,[-14.29510498],[-14.29510498],[-14.29510498],0.665008544921875,-53.394989013671875,TSLA,2025-11-10 14:30:00+00:00,0.72
False,False,False,False,False,False,[-14.96011353],[-14.96011353],[-14.96011353],-5.860015869140625,-54.05999755859375,TSLA,2025-11-10 18:30:00+00:00,0.72
False,False,False,False,False,False,[-5.5302124],[-5.5302124],[-5.5302124],3.56988525390625,-44.630096435546875,TSLA,2025-11-11 14:30:00+00:00,0.72
False,False,False,False,False,False,[-9.10009766],[-9.10009766],[-9.10009766],-7.970703125,-48.199981689453125,TSLA,2025-11-11 18:30:00+00:00,0.72
False,False,False,False,False,False,[-1.12939453],[-1.12939453],[-1.12939453],-0.809295654296875,-40.229278564453125,TSLA,2025-11-12 14:30:00+00:00,0.72
False,False,False,False,False,False,[-0.32009888],[-0.32009888],[-0.32009888],-0.320098876953125,-39.41998291015625,TSLA,2025-11-12 18:30:00+00:00,0.72
False,False,False,False,False,False,[31.93991089],[31.93991089],[31.93991089],31.939910888671875,-7.15997314453125,TSLA,2025-11-13 14:30:00+00:00,0.72
False,False,False,False,False,False,[28.39889526],[28.39889526],[28.39889526],28.398895263671875,-10.70098876953125,TSLA,2025-11-13 18:30:00+00:00,0.36
False,False,False,False,False,False,[24.36990356],[24.36990356],[24.36990356],24.369903564453125,-14.72998046875,TSLA,2025-11-14 14:30:00+00:00,0.72
False,False,False,False,False,False,[25.96990967],[25.96990967],[25.96990967],25.96990966796875,-13.129974365234375,TSLA,2025-11-14 18:30:00+00:00,0.36
False,False,False,False,False,False,[17.97988892],[17.97988892],[17.97988892],17.979888916015625,-21.1199951171875,TSLA,2025-11-17 14:30:00+00:00,0.36
False,False,False,False,False,False,[21.31988525],[21.31988525],[21.31988525],21.31988525390625,-17.779998779296875,TSLA,2025-11-17 18:30:00+00:00,0.72
False,False,False,False,False,False,[26.19628906],[26.19628906],[26.19628906],26.1962890625,-12.903594970703125,TSLA,2025-11-18 14:30:00+00:00,0.36
False,False,False,False,False,False,[29.03988647],[29.03988647],[29.03988647],29.039886474609375,-10.05999755859375,TSLA,2025-11-18 18:30:00+00:00,0.36
False,False,False,False,False,False,[30.06478882],[30.06478882],[30.06478882],30.064788818359375,-9.03509521484375,TSLA,2025-11-19 14:30:00+00:00,0.36
False,False,False,False,False,False,[26.22988892],[26.22988892],[26.22988892],26.229888916015625,-12.8699951171875,TSLA,2025-11-19 18:30:00+00:00,0.36
False,False,False,False,False,False,[25.09988403],[25.09988403],[25.09988403],25.099884033203125,-14.0,TSLA,2025-11-20 14:30:00+00:00,1.44
False,False,False,False,False,False,[35.22988892],[35.22988892],[35.22988892],35.229888916015625,-3.8699951171875,TSLA,2025-11-20 18:30:00+00:00,0.36
False,False,False,False,False,False,[35.65988159],[35.65988159],[35.65988159],35.659881591796875,-3.44000244140625,TSLA,2025-11-21 14:30:00+00:00,0.36
False,False,False,False,False,False,[39.09988403],[39.09988403],[39.09988403],39.099884033203125,26.389984130859375,TSLA,2025-11-21 18:30:00+00:00,0.36
False,False,False,False,False,False,[11.69989014],[11.69989014],[11.69989014],11.69989013671875,-1.010009765625,TSLA,2025-11-24 14:30:00+00:00,3.6
False,False,False,False,False,False,[12.7098999],[12.7098999],[12.7098999],12.70989990234375,1.029998779296875,TSLA,2025-11-24 18:30:00+00:00,7.2
False,False,False,False,False,False,[11.67990112],[11.67990112],[11.67990112],11.679901123046875,0.69000244140625,TSLA,2025-11-25 14:30:00+00:00,3.6
False,False,False,False,False,False,[10.98989868],[10.98989868],[10.98989868],10.989898681640625,4.220001220703125,TSLA,2025-11-25 18:30:00+00:00,3.6
False,False,False,False,False,False,[6.76989746],[6.76989746],[6.76989746],6.7698974609375,2.94500732421875,TSLA,2025-11-26 14:30:00+00:00,7.2
False,False,False,False,False,False,[3.82489014],[3.82489014],[3.82489014],3.82489013671875,2.80499267578125,TSLA,2025-11-26 18:30:00+00:00,7.2
False,False,False,False,False,False,[0.57998657],[0.57998657],[0.57998657],0.579986572265625,-0.439910888671875,TSLA,2025-11-28 14:30:00+00:00,7.2
False,False,False,False,False,False,[1.01989746],[1.01989746],[1.01989746],1.0198974609375,1.0198974609375,TSLA,2025-12-01 14:30:00+00:00,7.2
False,False,False,False,False,False,[-129.60003662],[-53.84002686],[-168.5],7.8399658203125,-187.34002685546875,META,2025-09-19 13:30:00+00:00,28.8
False,False,False,False,False,False,[-137.44000244],[-61.67999268],[-183.55987549],-5.99249267578125,-195.17999267578125,META,2025-09-19 17:30:00+00:00,7.2
False,False,False,False,False,False,[-131.44750977],[-45.1875],[-183.12750244],-7.25750732421875,-189.1875,META,2025-09-22 13:30:00+00:00,7.2
False,False,False,False,False,False,[-124.19000244],[-31.79998779],[-173.47497559],-4.38995361328125,-181.92999267578125,META,2025-09-22 17:30:00+00:00,2.42
False,False,False,False,False,False,[-119.72503662],[-24.43499756],[-166.16503906],0.07501220703125,-177.46502685546875,META,2025-09-23 13:30:00+00:00,0.72
False,False,False,False,False,False,[-114.32104492],[-21.23101807],[-160.76104736],5.47900390625,-172.06103515625,META,2025-09-23 17:30:00+00:00,0.72
False,False,False,False,False,False,[-113.9899292],[-17.55761719],[-160.42993164],5.81011962890625,-171.72991943359375,META,2025-09-24 13:30:00+00:00,0.72
False,False,False,False,False,False,[-119.80004883],[-22.20001221],[-166.24005127],-4.60003662109375,-177.5400390625,META,2025-09-24 17:30:00+00:00,0.72
False,False,False,False,False,False,[-108.55004883],[-10.95001221],[-154.99005127],6.64996337890625,-166.2900390625,META,2025-09-25 13:30:00+00:00,0.72
False,False,False,False,False,False,[-108.],[-10.39996338],[-134.9699707],7.20001220703125,-165.739990234375,META,2025-09-25 17:30:00+00:00,0.72
False,False,False,False,False,False,[-104.19000244],[-6.58996582],[-131.88494873],11.010009765625,-161.92999267578125,META,2025-09-26 13:30:00+00:00,0.72
False,False,False,False,False,False,[-103.07000732],[-5.4699707],[-113.875],12.1300048828125,-160.80999755859375,META,2025-09-26 17:30:00+00:00,0.36
False,False,False,False,False,False,[-103.23504639],[5.42498779],[-110.59503174],11.9649658203125,-160.97503662109375,META,2025-09-29 13:30:00+00:00,0.36
False,False,False,False,False,False,[-102.5300293],[8.55999756],[-98.14001465],12.66998291015625,-160.27001953125,META,2025-09-29 17:30:00+00:00,0.36
False,False,False,False,False,False,[-87.44000244],[-50.14996338],[-83.04998779],27.760009765625,-145.17999267578125,META,2025-09-30 13:30:00+00:00,0.36
False,False,False,False,False,False,[-93.71002197],[-68.44500732],[-89.32000732],21.489990234375,-151.45001220703125,META,2025-09-30 17:30:00+00:00,0.36
False,False,False,False,False,False,[-80.21002197],[-68.13000488],[-75.82000732],34.989990234375,-137.95001220703125,META,2025-10-01 13:30:00+00:00,0.72
False,False,False,False,False,False,[-76.42004395],[-68.98999023],[-72.0300293],38.77996826171875,-134.1600341796875,META,2025-10-01 17:30:00+00:00,0.72
False,False,False,False,False,False,[-83.66003418],[-76.22998047],[-79.27001953],31.53997802734375,-141.4000244140625,META,2025-10-02 13:30:00+00:00,0.36
False,False,False,True,True,True,[-86.15002441],[-78.7199707],[-85.38500977],29.04998779296875,-143.8900146484375,META,2025-10-02 17:30:00+00:00,0.36
False,False,False,True,True,True,[-73.93005371],[-66.5],[-73.93005371],41.26995849609375,-131.6700439453125,META,2025-10-03 13:30:00+00:00,1.44
False,False,False,True,True,True,[-69.5],[-62.06994629],[-69.5],45.70001220703125,-127.239990234375,META,2025-10-03 17:30:00+00:00,0.36
False,False,False,True,True,True,[-67.65515137],[-81.04510498],[-67.65515137],47.54486083984375,-125.3951416015625,META,2025-10-06 13:30:00+00:00,0.72
False,False,False,True,True,True,[-74.84002686],[-74.34002686],[-74.84002686],40.3599853515625,-132.58001708984375,META,2025-10-06 17:30:00+00:00,0.36
False,False,False,True,True,True,[-67.2300415],[-72.14001465],[-67.2300415],47.969970703125,-124.97003173828125,META,2025-10-07 13:30:00+00:00,0.36
False,False,False,True,True,True,[-72.01000977],[-89.47998047],[-72.01000977],43.19000244140625,-129.75,META,2025-10-07 17:30:00+00:00,0.36
False,False,False,True,True,True,[-76.52490234],[-98.3348999],[-76.52490234],38.67510986328125,-134.264892578125,META,2025-10-08 13:30:00+00:00,0.36
False,False,False,True,True,True,[-76.92004395],[-105.02734375],[-76.92004395],38.27996826171875,-134.6600341796875,META,2025-10-08 17:30:00+00:00,3.65
False,False,False,True,True,True,[-85.09002686],[-104.40002441],[-85.09002686],30.1099853515625,-142.83001708984375,META,2025-10-09 13:30:00+00:00,7.2
False,False,False,True,True,True,[-92.60003662],[-111.91003418],[-92.60003662],22.5999755859375,-150.34002685546875,META,2025-10-09 17:30:00+00:00,7.2
False,False,False,True,True,True,[-71.24005127],[-90.55004883],[-71.24005127],43.9599609375,-128.98004150390625,META,2025-10-10 13:30:00+00:00,7.2
False,False,False,True,True,True,[-64.52001953],[-83.83001709],[-64.52001953],50.67999267578125,-122.260009765625,META,2025-10-10 17:30:00+00:00,3.6
False,False,False,False,False,False,[-72.22503662],[-85.95501709],[-72.22503662],42.9749755859375,-129.96502685546875,META,2025-10-13 13:30:00+00:00,3.6
False,False,False,False,False,False,[-74.57104492],[-103.78100586],[-74.57104492],40.62896728515625,-132.31103515625,META,2025-10-13 17:30:00+00:00,3.6
False,False,False,False,False,False,[-73.14001465],[-104.91998291],[-73.14001465],42.05999755859375,-130.8800048828125,META,2025-10-14 13:30:00+00:00,3.6
False,False,False,True,True,True,[-67.86004639],[-103.86004639],[-67.86004639],47.3399658203125,-125.60003662109375,META,2025-10-14 17:30:00+00:00,3.6
False,False,False,True,True,True,[-71.44000244],[-102.38000488],[-71.44000244],43.760009765625,-129.17999267578125,META,2025-10-15 13:30:00+00:00,7.2
False,False,False,True,True,True,[-76.87005615],[-107.17504883],[-76.87005615],38.3299560546875,-134.61004638671875,META,2025-10-15 17:30:00+00:00,7.2
False,False,False,True,True,True,[-71.04003906],[-102.14001465],[-71.04003906],44.15997314453125,-128.780029296875,META,2025-10-16 13:30:00+00:00,7.2
False,False,False,True,True,True,[-71.15002441],[-102.25],[-71.15002441],44.04998779296875,-128.8900146484375,META,2025-10-16 17:30:00+00:00,3.6
False,False,False,True,True,True,[-70.94000244],[-102.03997803],[-70.94000244],44.260009765625,-128.67999267578125,META,2025-10-17 13:30:00+00:00,3.6
False,False,False,True,True,True,[-75.76000977],[-106.85998535],[-75.76000977],39.44000244140625,-133.5,META,2025-10-17 17:30:00+00:00,3.6
False,False,False,True,True,True,[-91.09002686],[-134.42999268],[-91.09002686],24.1099853515625,-148.83001708984375,META,2025-10-20 13:30:00+00:00,7.2
False,False,False,True,True,True,[-91.4800415],[-149.22003174],[-91.4800415],23.719970703125,-149.22003173828125,META,2025-10-20 17:30:00+00:00,7.2
False,False,False,True,True,True,[-91.77349854],[-142.42346191],[-91.77349854],23.426513671875,-149.51348876953125,META,2025-10-21 13:30:00+00:00,7.2
False,False,False,True,True,True,[-92.33905029],[-143.88903809],[-92.33905029],22.8609619140625,-150.07904052734375,META,2025-10-21 17:30:00+00:00,7.2
False,False,False,False,False,False,[-86.26000977],[-137.94000244],[-86.26000977],28.94000244140625,-144.0,META,2025-10-22 13:30:00+00:00,7.2
False,False,False,False,False,False,[-92.39001465],[-141.67498779],[-92.39001465],22.80999755859375,-150.1300048828125,META,2025-10-22 17:30:00+00:00,3.6
False,False,False,False,False,False,[-95.29003906],[-141.7300415],[-95.29003906],19.90997314453125,-153.030029296875,META,2025-10-23 13:30:00+00:00,7.2
False,False,False,False,False,False,[-93.09002686],[-139.5300293],[-93.09002686],22.1099853515625,-150.83001708984375,META,2025-10-23 17:30:00+00:00,3.6
False,False,False,False,False,False,[-96.43231201],[-142.87231445],[-96.43231201],18.7677001953125,-154.17230224609375,META,2025-10-24 13:30:00+00:00,3.6
False,False,False,False,False,False,[-97.60003662],[-144.04003906],[-97.60003662],17.5999755859375,-155.34002685546875,META,2025-10-24 17:30:00+00:00,3.6
False,False,False,False,False,False,[-107.74505615],[-112.43505859],[-107.74505615],7.4549560546875,-165.48504638671875,META,2025-10-27 13:30:00+00:00,7.2
False,False,False,False,False,False,[-110.05004883],[-115.36004639],[-110.05004883],5.14996337890625,-167.7900390625,META,2025-10-27 17:30:00+00:00,7.2
False,False,False,False,False,False,[-115.20001221],[-122.55999756],[-115.20001221],-4.1099853515625,-172.94000244140625,META,2025-10-28 13:30:00+00:00,28.8
False,False,False,False,False,False,[-110.46002197],[-117.82000732],[-110.46002197],0.6300048828125,-168.20001220703125,META,2025-10-28 17:30:00+00:00,14.4
False,False,False,False,False,False,[-108.66003418],[-116.02001953],[-108.66003418],2.42999267578125,-166.4000244140625,META,2025-10-29 13:30:00+00:00,14.4
False,False,False,False,False,False,[-111.09002686],[-106.70001221],[-111.09002686],-73.79998779296875,-168.83001708984375,META,2025-10-29 17:30:00+00:00,7.2
False,False,False,False,False,False,[-37.29003906],[-32.90002441],[-37.29003906],-12.0250244140625,-95.030029296875,META,2025-10-30 13:30:00+00:00,0.72
